sample,role,fastq_1
SRR2926773,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926773.fastq.gz
SRR2926775,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926775.fastq.gz
SRR2926776,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926776.fastq.gz
SRR2926781,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926781.fastq.gz
SRR2926788,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926788.fastq.gz
SRR2926794,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926794.fastq.gz
SRR2926795,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926795.fastq.gz
SRR2926800,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926800.fastq.gz
SRR2926802,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926802.fastq.gz
SRR2926804,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926804.fastq.gz
SRR2926809,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926809.fastq.gz
SRR2926811,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926811.fastq.gz
SRR2926813,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926813.fastq.gz
SRR2926815,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926815.fastq.gz
SRR2926816,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926816.fastq.gz
SRR2926818,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926818.fastq.gz
SRR2926823,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926823.fastq.gz
SRR2926825,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926825.fastq.gz
SRR2926830,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926830.fastq.gz
SRR2926838,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926838.fastq.gz
SRR2926839,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926839.fastq.gz
SRR2926841,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926841.fastq.gz
SRR2926843,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926843.fastq.gz
SRR2926845,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926845.fastq.gz
SRR2926850,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926850.fastq.gz
SRR2926854,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926854.fastq.gz
SRR2926857,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926857.fastq.gz
SRR2926859,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926859.fastq.gz
SRR2926861,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926861.fastq.gz
SRR2926863,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926863.fastq.gz
SRR2926865,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926865.fastq.gz
SRR2926866,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926866.fastq.gz
SRR2926867,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926867.fastq.gz
SRR2926873,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926873.fastq.gz
SRR2926875,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926875.fastq.gz
SRR2926877,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926877.fastq.gz
SRR2926879,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926879.fastq.gz
SRR2926882,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926882.fastq.gz
SRR2926883,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926883.fastq.gz
SRR2926884,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926884.fastq.gz
SRR2926885,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926885.fastq.gz
SRR2926886,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926886.fastq.gz
SRR2926887,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926887.fastq.gz
SRR2926888,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926888.fastq.gz
SRR2926889,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926889.fastq.gz
SRR2926890,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926890.fastq.gz
SRR2926891,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926891.fastq.gz
SRR2926892,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926892.fastq.gz
SRR2926898,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926898.fastq.gz
SRR2926899,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926899.fastq.gz
SRR2926902,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926902.fastq.gz
SRR2926904,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926904.fastq.gz
SRR2926905,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926905.fastq.gz
SRR2926906,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926906.fastq.gz
SRR2926908,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926908.fastq.gz
SRR2926910,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926910.fastq.gz
SRR2926911,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926911.fastq.gz
SRR2926912,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926912.fastq.gz
SRR2926916,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926916.fastq.gz
SRR2926917,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926917.fastq.gz
SRR2926918,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926918.fastq.gz
SRR2926926,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926926.fastq.gz
SRR2926928,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926928.fastq.gz
SRR2926929,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926929.fastq.gz
SRR2926930,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926930.fastq.gz
SRR2926931,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926931.fastq.gz
SRR2926932,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926932.fastq.gz
SRR2926933,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926933.fastq.gz
SRR2926934,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926934.fastq.gz
SRR2926935,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926935.fastq.gz
SRR2926936,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926936.fastq.gz
SRR2926937,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926937.fastq.gz
SRR2926938,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926938.fastq.gz
SRR2926939,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926939.fastq.gz
SRR2926940,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926940.fastq.gz
SRR2926941,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926941.fastq.gz
SRR2926942,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926942.fastq.gz
SRR2926943,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926943.fastq.gz
SRR2926944,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926944.fastq.gz
SRR2926945,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926945.fastq.gz
SRR2926946,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926946.fastq.gz
SRR2926947,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926947.fastq.gz
SRR2926948,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926948.fastq.gz
SRR2926949,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926949.fastq.gz
SRR2926950,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926950.fastq.gz
SRR2926951,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926951.fastq.gz
SRR2926952,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926952.fastq.gz
SRR2926953,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926953.fastq.gz
SRR2926954,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926954.fastq.gz
SRR2926955,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926955.fastq.gz
SRR2926956,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926956.fastq.gz
SRR2926957,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926957.fastq.gz
SRR2926958,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926958.fastq.gz
SRR2926959,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926959.fastq.gz
SRR2926960,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926960.fastq.gz
SRR2926962,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926962.fastq.gz
SRR2926963,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926963.fastq.gz
SRR2926964,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926964.fastq.gz
SRR2926966,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926966.fastq.gz
SRR2926967,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926967.fastq.gz
SRR2926968,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926968.fastq.gz
SRR2926970,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926970.fastq.gz
SRR2926971,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926971.fastq.gz
SRR2926972,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926972.fastq.gz
SRR2926974,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926974.fastq.gz
SRR2926975,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926975.fastq.gz
SRR2926976,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926976.fastq.gz
SRR2926978,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926978.fastq.gz
SRR2926979,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926979.fastq.gz
SRR2926980,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926980.fastq.gz
SRR2926984,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926984.fastq.gz
SRR2926985,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926985.fastq.gz
SRR2926988,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926988.fastq.gz
SRR2926989,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926989.fastq.gz
SRR2926992,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926992.fastq.gz
SRR2926993,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926993.fastq.gz
SRR2926994,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926994.fastq.gz
SRR2926995,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926995.fastq.gz
SRR2926996,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926996.fastq.gz
SRR2926997,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926997.fastq.gz
SRR2926998,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926998.fastq.gz
SRR2926999,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926999.fastq.gz
SRR2927000,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2927000.fastq.gz
SRR2927001,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2927001.fastq.gz
SRR2927002,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2927002.fastq.gz
SRR2927003,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2927003.fastq.gz
SRR2926075,tf,/mnt/ada/projects/spruce/nstreet/spruce_chromatin_dynamics/DAPseq_bartlett/fastq/SRR2926075.fastq.gz
